#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.base.inference.CompoundDistribution">
#    <distribution id="treePrior" spec="beastmap.distribution.UnconstrainedTreePrior">
#        <parameter id="lengthMean" lower="0.0" name="mean" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#        <parameter id="lengthShape" lower="0.0" name="shape" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#        <parameter id="midpointAlpha" lower="1.0" name="midpoint" spec="beast.base.inference.parameter.RealParameter">50.0</parameter>
#        <tree id="tree" spec="beastmap.evolution.TimelessTree">
#            <taxonset id="TaxonSet">
#            </taxonset>
#        </tree>
#    </distribution>
#    <prior id="Prior" name="distribution" x="@lengthMean">
#        <LogNormal id="LogNormalDistributionModel" meanInRealSpace="true" name="distr">
#            <M id="Function$Constant" spec="beast.base.core.Function$Constant" value="0.05"/>
#            <S id="Function$Constant1" spec="beast.base.core.Function$Constant" value="1.0"/>
#        </LogNormal>
#    </prior>
#    <prior id="Prior1" name="distribution" x="@lengthShape">
#        <LogNormal id="LogNormalDistributionModel1" meanInRealSpace="true" name="distr">
#            <M id="Function$Constant2" spec="beast.base.core.Function$Constant" value="2.0"/>
#            <S id="Function$Constant3" spec="beast.base.core.Function$Constant" value="1.0"/>
#        </LogNormal>
#    </prior>
#    <prior id="Prior2" name="distribution">
#        <parameter id="gammaShape" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#        <Exponential id="Exponential" name="distr">
#            <mean id="Function$Constant4" spec="beast.base.core.Function$Constant" value="1.0"/>
#        </Exponential>
#    </prior>
#    <prior id="Prior3" name="distribution">
#        <parameter id="kappa" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#        <LogNormal id="LogNormalDistributionModel2" meanInRealSpace="true" name="distr">
#            <M id="Function$Constant5" spec="beast.base.core.Function$Constant" value="3.0"/>
#            <S id="Function$Constant6" spec="beast.base.core.Function$Constant" value="0.5"/>
#        </LogNormal>
#    </prior>
#    <prior id="Prior4" name="distribution">
#        <parameter dimension="4" id="frequencies" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.25 0.25 0.25 0.25</parameter>
#        <Dirichlet id="Dirichlet" name="distr">
#            <alpha id="Function$Constant7" spec="beast.base.core.Function$Constant" value="2.0 2.0 2.0 2.0"/>
#        </Dirichlet>
#    </prior>
#</input>
#
Sample	lengthMean	lengthShape	midpointAlpha	gammaShape	kappa	frequencies.1	frequencies.2	frequencies.3	frequencies.4	tree.height	tree.treeLength
120	0.014338855807553607	2.77540189828112	50.0	0.14020329156489053	5.200483387553175	0.23919375214396824	0.30912101084168375	0.28845191610299775	0.16323332091135034	0.14477923975287507	0.8229096614355761
121	0.05158793625144922	2.031265581241863	50.0	3.949015724194857	1.6180911939764369	0.34185201248208236	0.044369688107498445	0.24439422808231218	0.369384071328107	0.3213028835225315	2.5425510270052825
122	0.09351819562373254	9.458089882558854	50.0	0.3175742332311877	2.230363397947608	0.4788089266889523	0.18646668608939043	0.17115999100018883	0.16356439622146854	0.7400650903421517	5.4350360413479795
123	0.015398702600225012	0.5423712475078756	50.0	0.12539631919202746	4.083924784271208	0.7074724749462701	0.06934491049061291	0.08340172672540441	0.13978088783771264	0.11513231545390099	0.8580637950010681
124	0.018774119681951484	0.6540705499559112	50.0	0.21230128588087938	7.048365939430184	0.3003291947800074	0.23174342598792164	0.3900138549090358	0.07791352432303518	0.1457277506822094	0.945444288838466
125	0.023299316067777777	2.5149015500253444	50.0	0.6678449782745819	3.5033121673052285	0.23884468397782313	0.10496118352197503	0.38922036040579217	0.26697377209440976	0.1375378367693823	1.1004718190040024
126	0.02373120358069763	6.101889263691446	50.0	0.7044907085927683	3.4640456517407676	0.21336857388078903	0.07783797811047051	0.5051047618326887	0.20368868617605182	0.1635682843081318	1.3732848047835944
127	0.03693477522504883	4.463200646700588	50.0	1.224490375196437	10.205830337283007	0.21097831881110007	0.38759939402191734	0.2609445954155416	0.14047769175144098	0.28045482837402413	2.1525293818619273
128	0.04511727965323412	1.0937508694150737	50.0	1.6379393046085942	3.107384391458725	0.24867808908991265	0.25861331081322964	0.167158559290146	0.3255500408067116	0.38977160457608656	2.419907485645965
129	0.008754553331498173	1.2938971836144788	50.0	1.5548373000914264	4.631348230733988	0.17164043710195534	0.10633334842870301	0.39370454964721674	0.3283216648221248	0.0601804293236089	0.42772419302071035
130	0.004803668322945703	1.5489732869753223	50.0	2.1562194145472633	2.825829405694145	0.19950391923545643	0.17469133343551965	0.3218047712646875	0.30399997606433654	0.03839637700061689	0.25926581943900906
131	0.08303725769116141	2.152965820661727	50.0	0.2299167276707402	2.7514846724349815	0.28200187844760527	0.44547605124560014	0.2398106191372264	0.03271145116956819	0.4771825980543186	4.041645920802265
132	0.05008435116137196	1.4341935476983794	50.0	2.212499396400983	3.767876652003484	0.25738166365751697	0.23423770720654166	0.21119853043127465	0.2971820987046667	0.4687785431032613	2.7587181465143265
133	0.0727924623272777	1.0622239570486425	50.0	0.0794568452938821	3.8753351280585484	0.22205581828103824	0.32080989013094746	0.1822306364229974	0.27490365516501697	0.7771775254276857	5.275038851353824
134	0.04053603380643315	2.602439545233243	50.0	0.2545573542650732	2.165978263776178	0.2153490368114477	0.2548182976176546	0.21938786527131646	0.3104448002995811	0.39071232429433983	2.65521031729393
135	0.0623172494394672	1.667339717729644	50.0	0.3237490979777296	2.512523197206983	0.07832316901968618	0.40365077837680785	0.48021374214362333	0.03781231045988267	0.4289272251878244	3.187796247190318
136	0.01882785967172309	0.6299582471370364	50.0	1.2256245226734697	2.884485194090926	0.04213050114212385	0.4365707039749135	0.09704525655940759	0.42425353832355517	0.22436750289418853	0.9390484182677186
137	0.015124027720823194	1.7860485034350826	50.0	0.38129980605665265	1.4980043400561522	0.4271967532369992	0.135345956445341	0.07049269151309358	0.3669645988045663	0.11929722393924946	0.895062604695848
138	0.07980676603365001	2.239304982122583	50.0	0.04824476182537383	1.9905073184824205	0.2408820456627032	0.14779065972442088	0.2764667747698545	0.3348605198430214	0.6927812503307407	4.866019252648508
139	0.004598716974138035	5.043695121052717	50.0	2.417431013656147	2.0735836145686775	0.12432529866060431	0.2156538923201592	0.5818860889955383	0.07813472002369816	0.023565594510130794	0.24913812927604823
140	0.00688900500114816	1.0652894645878705	50.0	0.06857249853230132	1.9409548904634926	0.3424428525015505	0.12642352014717662	0.40909733634474676	0.12203629100652626	0.07191514140213515	0.3966411199574066
141	0.06727421599708397	5.668456359586187	50.0	0.7727233759943476	1.7044517183349333	0.2621043676522351	0.26882539679603673	0.40960198008280047	0.05946825546892774	0.5089895277636933	3.7402458762276733
142	0.05307270103121864	1.92567082588553	50.0	0.8473137826290408	3.061815569979977	0.058255662066145526	0.12682707574465354	0.6192229702815212	0.19569429190767987	0.36579790214848484	3.1214284312039746
143	0.028743533874368305	1.8469695374893362	50.0	0.08988352724266388	1.2847631632435867	0.16235880409020412	0.1595793730438513	0.09564271463684904	0.5824191082290955	0.2132120649355988	1.595101369719936
144	0.0551103296262317	1.2420695762339404	50.0	0.009401822765626518	2.934522037045525	0.6904324170766551	0.1517185545246379	0.08632918535838616	0.07151984304032086	0.5406138943511459	3.685421208254572
145	0.02947030262691122	0.6600551675934675	50.0	0.05244803283723994	4.097680981281785	0.4887895888976117	0.09206691023406867	0.3129586076345942	0.10618489323372556	0.3123059880597236	1.9359205018874828
146	0.032803498910158324	0.32718321152314817	50.0	0.5299418678346184	2.205767290886042	0.028345249185438938	0.017716742457700836	0.4464076212344112	0.5075303871224492	0.15818499085961787	0.9724090422079352
147	0.014566846813967055	0.5302102694129542	50.0	0.4616309375793333	2.0672892854434464	0.3078196393356075	0.027006981474539702	0.623559290712823	0.041614088477029666	0.14300564618822284	0.9489617593799633
148	0.07695742574189089	2.4663026739183804	50.0	0.3633363992242006	4.099972787404676	0.16015580640245775	0.5672982626204166	0.043948463149937174	0.2285974678271885	0.4955287789668298	4.129402671376577
149	0.009031323237488342	2.7313719186124863	50.0	0.9475205397421861	3.3512645995901384	0.05023509678401442	0.21887367672336733	0.17321018148138217	0.557681045011236	0.07103101275659243	0.5097081062811124
150	0.014567360614750878	6.661916123229997	50.0	0.5926220248717086	2.280775660509132	0.35599412732502456	0.15991402617597825	0.24427552185891815	0.23981632464007913	0.09417831947746338	0.8473905993437508
151	0.01627667938578139	0.6879620631777574	50.0	0.08238542974312435	2.683560845715613	0.33084175440464036	0.30323437926755287	0.1675642455923082	0.19835962073549845	0.15656463431633116	0.7885746143886384
152	0.06682142431655338	0.561478340492656	50.0	0.6128091691952182	7.111812548660207	0.2548183172510153	0.08563026442944847	0.2823461842778706	0.37720523404166567	0.6896175651798907	3.715065342629772
153	0.026357417453874304	0.7319488525012859	50.0	1.6327369533648468	2.656131528400418	0.46971998825750566	0.16238230984247937	0.18180470772363558	0.18609299417637934	0.31362590865547396	1.5875227415676545
154	0.021419049250098104	3.002591915140105	50.0	1.3942680494049577	4.151478139265743	0.32624182896093434	0.19707251863729783	0.19102401535000918	0.28566163705175857	0.12270088245492794	1.1001885518494723
155	0.0017868644227457694	1.6674436211642765	50.0	1.3882948246193503	1.0087468960071393	0.20201154587108963	0.4200529748961135	0.19842162714197725	0.1795138520908196	0.01470994842868408	0.1120505825196324
156	0.019297190237631778	0.9488188625040976	50.0	0.05005552620797529	3.08741575800029	0.40676892041263674	0.2884143044522416	0.07868579130481466	0.22613098383030694	0.16082779452144227	0.9894872636409338
157	0.0019692204272635924	3.1013773698411193	50.0	0.43699964312038775	2.7151421603454913	0.16172454303679423	0.13781436381302695	0.1399571603840206	0.5605039327661582	0.020874869613761348	0.11202399828686538
158	0.05173084260276264	1.0154663145841456	50.0	1.5128551620423387	3.1861604364246894	0.19009016131023798	0.15264908812061806	0.4162113836251855	0.24104936694395834	0.3898380045450541	2.813058004362124
159	0.08568084389755515	0.177593342876261	50.0	0.31804566586280686	3.0857335192495947	0.0802662615241592	0.13574119076495456	0.16807145044914065	0.6159210972617456	1.4743707059721578	6.390298177403305
160	0.14346441709647204	3.827358488980303	50.0	0.4823986737413772	1.5742493295452387	0.5535409320663897	0.1593599948387612	0.014919811896413636	0.2721792611984355	1.0574857907825255	8.269648704377282
161	0.010169871855083713	0.5427129039547083	50.0	0.34376326977780514	2.062517903555556	0.3629112672710492	0.29513859377797436	0.11207304340521229	0.22987709554576405	0.07459032936700286	0.572504843194219
162	0.014312717776917318	2.405149295283416	50.0	0.7613365610608757	2.5229731333343026	0.22185525158925554	0.37433999068652346	0.15596194128581847	0.24784281643840247	0.09869998285804783	0.879535482953723
163	0.013204501742691584	0.45345849476641653	50.0	0.12579499684805565	1.856030069623893	0.36993007759209323	0.12874565482254613	0.15153433824870577	0.34978992933665487	0.06817961303350542	0.5388310369459005
164	0.14710043512125054	0.46083237230379076	50.0	0.24421290587195021	1.2102840249664186	0.07362908468324908	0.10924698949877948	0.4061006647646794	0.41102326105329196	1.629858017719966	8.275413972568467
165	0.04058162326101015	3.2762093379399153	50.0	0.9489786922307648	2.9485857264860114	0.2747125912274798	0.5247507233506347	0.059077908073394955	0.14145877734849044	0.24508052702865163	1.9703521408529803
166	0.0071175067225001136	0.6080605565816001	50.0	3.2649596113650468	2.198845991038022	0.26089509378588743	0.16655238184639662	0.13115828217176453	0.44139424219595136	0.06624194482277633	0.3374603840740695
167	0.02599755030862539	0.393296299151853	50.0	1.6576881176400327	3.162158541994126	0.22880068437689227	0.19899479648849197	0.36779500108261004	0.20440951805200563	0.22172098644061042	1.4121631188686115
168	0.32233811687854513	2.029875402116331	50.0	3.439779813992679	1.9230084879728473	0.1916235648088371	0.4616653019624564	0.2792168575751359	0.06749427565357054	2.6380604662066216	15.922840186114964
169	0.11263589857667648	3.3553568925004544	50.0	1.1630084020685982	8.38968619654744	0.46698107731486965	0.30666113506218307	0.0889411342167263	0.13741665340622097	1.1145549445574856	6.24321915835302
170	0.16145428754066748	1.8288401958325355	50.0	0.09639562659396696	4.657098913964198	0.08078938955350397	0.11968864562658886	0.2216077817568203	0.577914183063087	1.4619495269393732	8.65667555626806
171	0.010970703314933073	2.6571775663619657	50.0	0.2725120728076918	4.6592259489165215	0.14459006831548216	0.2694301792092624	0.4002139828316139	0.18576576964364155	0.10274181949027304	0.596892473064881
172	0.017544051672205494	0.40051128307530914	50.0	0.054101704211131606	1.727781691048718	0.3134813559895279	0.1552741614285071	0.19740099036460446	0.3338434922173605	0.14508567272866582	0.6563135460332818
173	0.08487285591654627	1.3911655876533378	50.0	0.11891276819955926	3.9525465259824863	0.10233977589706682	0.43801773597396965	0.25380113305207697	0.20584135507688653	0.685868109369828	5.037629167321786
174	0.006723670569355508	0.5519456967265667	50.0	3.9617636438087738	2.1449213123770505	0.2012302297672793	0.3711609423572995	0.3765331330953355	0.05107569478008568	0.05641058821362234	0.3382498421375973
175	0.028141322838693396	0.9539526597769943	50.0	0.022101719188375515	5.609706906471398	0.3510113908693961	0.21448525176032956	0.08139060286143276	0.35311275450884166	0.25095185404827897	1.8363094036271856
176	0.014197506253454709	1.463582050261952	50.0	0.22393953026013086	1.7179749303509788	0.15363711294745613	0.26268956013019673	0.0977233721183461	0.485949954804001	0.10725915433283416	0.8041539214667056
177	0.07811982663576411	2.050754733185069	50.0	1.034673342668595	3.1052376180131995	0.3568597052168887	0.23716354583617083	0.002770072743950048	0.40320667620299044	0.9421890252993762	4.5400847885125115
178	0.0030320046814358253	1.1421260975919985	50.0	0.8332198529807378	1.429323282768648	0.43599903098378695	0.360523605976943	0.1371873106440044	0.06629005239526559	0.028032455024037728	0.19212083410793887
179	0.09494114581550872	0.34772730703271926	50.0	1.4557120788289448	3.70889776045733	0.42680724670252695	0.16140173523733764	0.40928414043149	0.0025068776286455464	1.42870069370984	6.919830273993889
180	0.31420975253411443	7.237540131318675	50.0	0.0871042305502685	4.279907606363553	0.32738826514187097	0.29363000019645386	0.21097442367934688	0.1680073109823282	1.925201881955951	17.834802093802793
181	0.036238952980169555	11.815976955787376	50.0	0.17338263462563785	0.930118561167974	0.37963804424058517	0.4503332734228294	0.1511085414106794	0.018920140925906045	0.2645623688577656	1.9224173286481574
182	0.020099051267370244	0.6281143548625788	50.0	0.8943139429728854	4.204687698601211	0.14514393579534632	0.22284548257813003	0.29653781984716093	0.3354727617793627	0.18215849377421459	0.9353215274042002
183	0.12814532498049283	1.01771949036283	50.0	0.05755008979994317	6.726262846437169	0.19965953576322454	0.23694887689254376	0.4577161267619036	0.1056754605823281	1.0748836160691195	6.831538007817172
184	0.031425696509214195	2.7152821749186464	50.0	0.23505896613457034	4.106500242622366	0.08277727476247163	0.1981733993690963	0.32813529372807143	0.3909140321403607	0.24118035945109406	1.8254958433477098
185	0.015530012059443083	3.7106307570603545	50.0	1.201588250705005	3.3881935772418794	0.44624989989648295	0.13144178916945715	0.2128278306556983	0.20948048027836164	0.11443656380559708	0.9185258180991764
186	0.03067009348001313	0.46116508841451365	50.0	0.04683049161097195	2.6203382859513202	0.2911873325242131	0.06812962126298419	0.23951804520139947	0.40116500101140334	0.3494262236716069	1.648413507460508
187	0.03096855045157149	3.656481460707398	50.0	0.39673140697615045	5.294826443148483	0.16351752418825524	0.20154637230674957	0.40033926648846935	0.23459683701652584	0.25691383563924797	1.7180518149181894
188	0.019793143650897772	2.666196630259995	50.0	0.3176304792358508	3.1702341716444997	0.3701227883760056	0.12338152300207711	0.24809369303304882	0.25840199558886845	0.14339843294926766	1.2969267991188795
189	0.034705894365394376	0.4130927789576945	50.0	2.6736834392662345	2.305497268807205	0.14148089816087764	0.4050737749318302	0.30180594364847513	0.15163938325881696	0.2371936831264381	1.3678331245195732
190	0.13590127842313834	1.9127158658930208	50.0	0.034708519065419066	5.203766036774451	0.11383152805309657	0.1703361368170873	0.33493959216961156	0.3808927429602046	1.0117271400597747	7.46447063104289
191	0.0565359875772818	0.6307998404102682	50.0	1.0431708188563995	1.3151195617155047	0.591255172769635	0.10168867130075893	0.06210863001744801	0.24494752591215804	0.5954679474066837	3.4803134206176507
192	0.006220528763684877	0.6417799320557104	50.0	0.6471494951539171	4.703979053229039	0.6437761116187762	0.08264170821831371	0.15573573347398534	0.11784644668892467	0.04353874358260399	0.34260238334596904
193	0.01333748073337922	0.10636389410987547	50.0	0.07951032472605182	3.52809650042219	0.2925689354076259	0.2545308837752952	0.2731533564863867	0.17974682433069208	0.20408090544943677	0.8006480404843361
194	0.018575688374498495	1.1530822252782937	50.0	0.7971813371896787	3.472771300298864	0.32784755276360855	0.17986133893962758	0.2566782996035028	0.235612808693261	0.16178211875242907	1.2455344727724516
195	0.10093719783441206	8.078678337159767	50.0	0.5138178790596494	1.8125664885906208	0.3025047487359152	0.45855466698276154	0.12167414042582389	0.11726644385549946	0.7817634339043248	5.662904693461864
196	0.011864900952954043	1.7538201570054635	50.0	0.5255042344943063	4.474499599878001	0.20538257721006847	0.10634600034596003	0.08360000353050354	0.604671418913468	0.12551756919496695	0.8067317565202041
197	0.026494418550374977	2.5330553805863576	50.0	0.6102307688606141	1.8554388716519783	0.09510945134963478	0.4722856388733485	0.04274666788761426	0.38985824188940243	0.2322427415235994	1.7397642473613175
198	0.023799764185946183	1.4846586784941571	50.0	0.029389275940641942	3.3946465071523138	0.41081619711256206	0.21430561099536413	0.12394896309925771	0.2509292287928161	0.22308687915031536	1.4958223937285315
199	0.07849636020295854	0.26355579969220505	50.0	0.918103201976217	2.298947267878514	0.5864996842359878	0.07021605233739645	0.19925788404903866	0.1440263793775771	1.4002708893220814	5.926727074158336
